Representation,Level,Band,Channel,Feature,Window_Length_s,Entropy_Bins,Baseline_Median_Entropy_bits,Modulation_Median_Entropy_bits,Delta_Entropy_ModMinusBase_bits,Delta_Sign,Baseline_N_Valid_Windows,Modulation_N_Valid_Windows,Entropy_Definition
FFT-derived POW,Feature,Gamma,C3,POW.C3.Gamma,10,16,0.9861105511,0.3843115441,-0.601799007,negative,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Gamma,C3,POW.C3.Gamma,10,32,1.451334178,1.044360232,-0.4069739453,negative,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Gamma,C3,POW.C3.Gamma,10,64,2.273193078,1.755030225,-0.518162853,negative,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Gamma,C3,POW.C3.Gamma,30,16,1.057677818,0.4488276355,-0.6088501828,negative,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Gamma,C3,POW.C3.Gamma,30,32,1.557308547,1.178722824,-0.3785857232,negative,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Gamma,C3,POW.C3.Gamma,30,64,2.391810429,1.846903032,-0.5449073967,negative,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Gamma,C3,POW.C3.Gamma,60,16,1.112347153,0.4203411524,-0.6920060003,negative,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Gamma,C3,POW.C3.Gamma,60,32,1.622752736,1.224286845,-0.3984658908,negative,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Gamma,C3,POW.C3.Gamma,60,64,2.505056641,1.982678734,-0.5223779077,negative,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Gamma,C3,POW.C3.Gamma,120,16,1.12989083,0.4885001608,-0.641390669,negative,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Gamma,C3,POW.C3.Gamma,120,32,1.625067684,1.227278951,-0.3977887334,negative,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Gamma,C3,POW.C3.Gamma,120,64,2.5232308,1.99919137,-0.5240394307,negative,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Theta,FC5,POW.FC5.Theta,10,16,0.6098403047,0,-0.6098403047,negative,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Theta,FC5,POW.FC5.Theta,10,32,1.451334178,0.503592679,-0.9477414986,negative,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Theta,FC5,POW.FC5.Theta,10,64,2.23708295,1.346742617,-0.8903403321,negative,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Theta,FC5,POW.FC5.Theta,30,16,0.6623214186,0,-0.6623214186,negative,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Theta,FC5,POW.FC5.Theta,30,32,1.565302727,0.5074109637,-1.057891764,negative,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Theta,FC5,POW.FC5.Theta,30,64,2.38634276,1.459954008,-0.9263887526,negative,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Theta,FC5,POW.FC5.Theta,60,16,0.6413243491,0.08354288831,-0.5577814608,negative,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Theta,FC5,POW.FC5.Theta,60,32,1.547322339,0.5624395315,-0.984882808,negative,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Theta,FC5,POW.FC5.Theta,60,64,2.428986581,1.483266803,-0.945719778,negative,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Theta,FC5,POW.FC5.Theta,120,16,0.6668873156,0.09434941764,-0.5725378979,negative,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Theta,FC5,POW.FC5.Theta,120,32,1.611829492,0.6317307751,-0.9800987169,negative,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Theta,FC5,POW.FC5.Theta,120,64,2.440808741,1.567244631,-0.87356411,negative,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Alpha,FC5,POW.FC5.Alpha,10,16,2.241401942,1.611527853,-0.6298740891,negative,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Alpha,FC5,POW.FC5.Alpha,10,32,3.039685248,2.44868379,-0.5910014578,negative,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Alpha,FC5,POW.FC5.Alpha,10,64,3.894265602,3.294099746,-0.6001658559,negative,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Alpha,FC5,POW.FC5.Alpha,30,16,2.481038639,1.755686477,-0.7253521616,negative,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Alpha,FC5,POW.FC5.Alpha,30,32,3.413946296,2.619010302,-0.7949359933,negative,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Alpha,FC5,POW.FC5.Alpha,30,64,4.352670303,3.561440256,-0.7912300461,negative,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Alpha,FC5,POW.FC5.Alpha,60,16,2.600417865,1.808384791,-0.7920330748,negative,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Alpha,FC5,POW.FC5.Alpha,60,32,3.547714423,2.703504502,-0.8442099209,negative,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Alpha,FC5,POW.FC5.Alpha,60,64,4.489821496,3.633832955,-0.8559885411,negative,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Alpha,FC5,POW.FC5.Alpha,120,16,2.609888837,1.876987403,-0.7329014342,negative,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Alpha,FC5,POW.FC5.Alpha,120,32,3.577357143,2.753329142,-0.824028001,negative,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Alpha,FC5,POW.FC5.Alpha,120,64,4.555408124,3.702161392,-0.8532467318,negative,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaL,FC5,POW.FC5.BetaL,10,16,2.14599771,1.330539137,-0.815458573,negative,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaL,FC5,POW.FC5.BetaL,10,32,2.987614543,2.10392541,-0.8836891321,negative,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaL,FC5,POW.FC5.BetaL,10,64,3.835388921,2.942478521,-0.8929104005,negative,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaL,FC5,POW.FC5.BetaL,30,16,2.30666902,1.473631283,-0.8330377373,negative,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaL,FC5,POW.FC5.BetaL,30,32,3.194446229,2.280394467,-0.9140517621,negative,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaL,FC5,POW.FC5.BetaL,30,64,4.106918403,3.199400324,-0.9075180782,negative,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaL,FC5,POW.FC5.BetaL,60,16,2.366312009,1.524174324,-0.8421376847,negative,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaL,FC5,POW.FC5.BetaL,60,32,3.270094407,2.371056605,-0.8990378013,negative,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaL,FC5,POW.FC5.BetaL,60,64,4.234366812,3.321367878,-0.9129989341,negative,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaL,FC5,POW.FC5.BetaL,120,16,2.339402203,1.549209769,-0.7901924344,negative,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaL,FC5,POW.FC5.BetaL,120,32,3.232018625,2.448042281,-0.7839763435,negative,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaL,FC5,POW.FC5.BetaL,120,64,4.189321654,3.369737822,-0.8195838318,negative,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaH,FC5,POW.FC5.BetaH,10,16,2.246413618,1.547964914,-0.6984487037,negative,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaH,FC5,POW.FC5.BetaH,10,32,3.104440007,2.369281927,-0.7351580799,negative,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaH,FC5,POW.FC5.BetaH,10,64,3.96568403,3.234553956,-0.7311300735,negative,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaH,FC5,POW.FC5.BetaH,30,16,2.475266545,1.671583954,-0.8036825917,negative,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaH,FC5,POW.FC5.BetaH,30,32,3.407083216,2.529116772,-0.8779664435,negative,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaH,FC5,POW.FC5.BetaH,30,64,4.315537703,3.449005904,-0.8665317985,negative,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaH,FC5,POW.FC5.BetaH,60,16,2.528275182,1.718129318,-0.810145864,negative,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaH,FC5,POW.FC5.BetaH,60,32,3.490000142,2.586948407,-0.9030517355,negative,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaH,FC5,POW.FC5.BetaH,60,64,4.454062311,3.525551013,-0.9285112979,negative,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaH,FC5,POW.FC5.BetaH,120,16,2.536033295,1.763970019,-0.7720632757,negative,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaH,FC5,POW.FC5.BetaH,120,32,3.50287394,2.640626208,-0.8622477319,negative,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaH,FC5,POW.FC5.BetaH,120,64,4.468022327,3.615565128,-0.8524571986,negative,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Gamma,FC5,POW.FC5.Gamma,10,16,1.911286942,1.350877475,-0.5604094672,negative,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Gamma,FC5,POW.FC5.Gamma,10,32,2.768896934,2.097932128,-0.6709648059,negative,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Gamma,FC5,POW.FC5.Gamma,10,64,3.627905355,2.973962331,-0.6539430241,negative,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Gamma,FC5,POW.FC5.Gamma,30,16,2.037333712,1.441500572,-0.5958331406,negative,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
